split,image,num_detections,max_confidence,bbox_xyxy,detected
valid,1067-receipt_jpg.rf.4cca595f75ca25243f7eedd0c4694732.jpg,1,0.9872102737426758,"[0.1966552734375, 0.0, 640.0, 640.0]",1
valid,1069-receipt_jpg.rf.3733056f9854038a952aade858573a2c.jpg,1,0.9098371267318726,"[144.709228515625, 121.30169677734375, 519.3548583984375, 606.752197265625]",1
valid,1074-receipt_jpg.rf.3c640e9fa6ead29962699f2031fed064.jpg,1,0.9874818325042725,"[0.6607666015625, 0.0, 640.0, 640.0]",1
valid,1074-receipt_jpg.rf.ac12f00eed5ed788c0d011753132565b.jpg,1,0.9698581695556641,"[0.8836669921875, 27.2149658203125, 618.7122802734375, 628.188232421875]",1
valid,1075-receipt_jpg.rf.afd593d5c594fa1aeab98c4bbaacbfaf.jpg,1,0.9589154720306396,"[32.0570068359375, 18.89642333984375, 637.4344482421875, 640.0]",1
valid,1078-receipt_jpg.rf.a18a80e7a93823b789c317f4ac577c14.jpg,1,0.9246955513954163,"[2.0946044921875, 47.906982421875, 550.2979736328125, 640.0]",1
valid,1088-receipt_jpg.rf.76ff5556fdb584adf961840de865d503.jpg,1,0.9216020703315735,"[51.89727783203125, 2.87225341796875, 554.0760498046875, 590.7117309570312]",1
valid,1090-receipt_jpg.rf.2beef680f86a30def4c4527790471681.jpg,1,0.8840571641921997,"[184.388916015625, 0.4825439453125, 476.08984375, 638.024169921875]",1
valid,1092-receipt_jpg.rf.947709865146ffb4627d6d39326ca085.jpg,1,0.9203832149505615,"[72.912353515625, 118.409912109375, 513.1934814453125, 559.3682861328125]",1
valid,1099-receipt_jpg.rf.21481ab59d6d0750c8bac4ae53b40e56.jpg,1,0.951524019241333,"[0.523681640625, 0.0, 566.4993896484375, 639.956787109375]",1
valid,1099-receipt_jpg.rf.bbfb3256c5e66c5ac9e06972cd4bd702.jpg,1,0.9684332013130188,"[0.0, 0.107666015625, 609.8856201171875, 640.0]",1
valid,1102-receipt_jpg.rf.d039231c12a82aa6435908b268ceb8df.jpg,1,0.9374862313270569,"[69.63665771484375, 0.0, 547.3287353515625, 640.0]",1
valid,1103-receipt_jpg.rf.00f0aacbc1642d5f01e6ae7fbe4f1468.jpg,1,0.9879982471466064,"[0.4041748046875, 0.0, 640.0, 640.0]",1
valid,1111-receipt_jpg.rf.6a6d99be8329460c4d95c507abd3140d.jpg,1,0.9641187191009521,"[8.355224609375, 29.9874267578125, 638.77685546875, 639.840576171875]",1
valid,1113-receipt_jpg.rf.2fb407047635f488390e2ce978ac7d84.jpg,1,0.9864100813865662,"[0.4853515625, 0.12860107421875, 640.0, 640.0]",1
valid,1117-receipt_jpg.rf.2abe4223206dcd8ca7bbfbc9920ac298.jpg,1,0.9288972020149231,"[101.95892333984375, 12.46490478515625, 592.2052001953125, 640.0]",1
valid,1118-receipt_jpg.rf.277977602f3c30cc54c2b07ab560ac01.jpg,1,0.9384897351264954,"[69.51123046875, 0.4091796875, 579.2138671875, 623.1834716796875]",1
valid,1138-receipt_jpg.rf.d1f0717c8f454404070f2b750970e7d8.jpg,1,0.9299312233924866,"[87.28533935546875, 59.53314208984375, 639.8054809570312, 640.0]",1
valid,1144-receipt_jpg.rf.8b5c1e8db93e5f19fd8709521fe9401a.jpg,1,0.9746520519256592,"[0.1534423828125, 5.29132080078125, 629.8956298828125, 640.0]",1
valid,1145-receipt_jpg.rf.06c3bbde7f2fe446dc4216ced6ae0451.jpg,1,0.9787282943725586,"[0.0322265625, 0.0, 639.776123046875, 639.8335571289062]",1
valid,1148-receipt_jpg.rf.203b9027785d2883092938ec031ab24d.jpg,1,0.9691145420074463,"[10.9765625, 0.0, 631.95166015625, 640.0]",1
valid,1150-receipt_jpg.rf.b08fa0de68a7df17e5ad0c2409272d5c.jpg,1,0.941614031791687,"[7.0994720458984375, 0.04376220703125, 515.6119384765625, 640.0]",1
valid,1152-receipt_jpg.rf.2e890e88a84991566ecbda3d7d2d1b80.jpg,1,0.9638851881027222,"[8.8079833984375, 91.8204345703125, 640.0, 610.67138671875]",1
valid,1153-receipt_jpg.rf.571dc9ef5eee983ed3eb5b3bbdfd776a.jpg,1,0.9818812012672424,"[0.940673828125, 0.05078125, 639.7337646484375, 639.3157958984375]",1
valid,1154-receipt_jpg.rf.f9238d3d6892daf4c17c239dab4b12b5.jpg,1,0.9762974977493286,"[20.24127197265625, 0.0, 640.0, 639.574951171875]",1
valid,1157-receipt_jpg.rf.32f5ad7c6f5cc796343daa2d850a807f.jpg,1,0.9638814330101013,"[30.37274169921875, 0.0, 640.0, 640.0]",1
valid,1158-receipt_jpg.rf.399eaad6fd611b64d6337db07a0401e4.jpg,1,0.9781810641288757,"[0.0, 0.038330078125, 619.3516235351562, 640.0]",1
valid,1167-receipt_jpg.rf.8589efebd83a5e3da21cbd47d605e1fc.jpg,1,0.9043254852294922,"[90.189453125, 121.3221435546875, 630.5397338867188, 577.7012939453125]",1
valid,1171-receipt_jpg.rf.1d1bf5edfb80e7d2443a439a61a83e16.jpg,1,0.9825746417045593,"[0.515625, 0.0, 639.8471069335938, 640.0]",1
valid,1183-receipt_jpg.rf.6e6747cc00a12eb79a5c690329c832e2.jpg,1,0.990911066532135,"[0.173095703125, 0.0, 640.0, 640.0]",1
valid,1184-receipt_jpg.rf.75ee65e81b1d578f2eabb5e9e1159e11.jpg,1,0.9902166128158569,"[0.16680908203125, 0.0, 640.0, 640.0]",1
valid,1194-receipt_jpg.rf.c646ea4133d0763a55deae687ffd563d.jpg,1,0.9798126220703125,"[0.8905029296875, 41.9366455078125, 640.0, 639.124755859375]",1
valid,1203_jpg.rf.68bfec6833b62a5148ec148aff28b0f5.jpg,1,0.9779196977615356,"[0.0, 3.990234375, 639.6783447265625, 639.706298828125]",1
valid,1287_jpg.rf.f0903aa1d02035f5585e200f38258a7a.jpg,1,0.962882936000824,"[8.29766845703125, 0.0, 629.181640625, 640.0]",1
valid,1290_jpg.rf.93c6eb1da4f46e8fa137b94b141d82df.jpg,1,0.976464569568634,"[0.0, 0.0, 639.764404296875, 639.6627197265625]",1
valid,131295358_1864024630430006_7306316213856889656_n_jpg.rf.bab76af01b41f9e83109328783d0f2e6.jpg,1,0.9747229218482971,"[0.317138671875, 0.0, 637.8655395507812, 640.0]",1
valid,1386_jpg.rf.670ecb1e8bbd09e2898beb554c730314.jpg,1,0.9214300513267517,"[46.03582763671875, 80.79473876953125, 506.82525634765625, 551.4714965820312]",1
valid,1679664160638-Bild-11-Kom-iga-ng-KR_png.rf.0d6944010f070b0a478bfe5b353a1ca3.jpg,1,0.9032801389694214,"[120.64472961425781, 71.47735595703125, 526.3706665039062, 559.0023803710938]",1
valid,2015-06-24-15-37-051_webp.rf.c6ebcd4349e359105a4c2a8afd292982.jpg,1,0.986739993095398,"[1.98773193359375, 0.12188720703125, 640.0, 638.1905517578125]",1
valid,2826443-xbox-one-2900-kr-4-spel-kvitto-0_jpg.rf.d6b2d95183acc6bcdb3a2a1d3ce0a88f.jpg,1,0.9132111668586731,"[134.21343994140625, 0.0, 640.0, 640.0]",1
valid,30485035007_059af9bba9_b_jpg.rf.bc7e6412eda82c8fed207dc5596fc933.jpg,1,0.9703884124755859,"[14.36865234375, 3.94183349609375, 638.1395263671875, 623.9246826171875]",1
valid,bad_jpg.rf.c9222568ce647e531b8bb79de4d53d9c.jpg,1,0.7464156746864319,"[198.20684814453125, 228.9581298828125, 496.50091552734375, 631.3894653320312]",1
valid,blogger-image-1128985135_jpg.rf.a84de1b5a989f57ef5de2fb86593559d.jpg,1,0.9873524904251099,"[0.0, 0.0, 639.9056396484375, 640.0]",1
valid,forenklad-faktura-kvitto-1-_webp.rf.c277ba57e05291a2637734938f5dc545.jpg,1,0.9836889505386353,"[0.0, 0.5947265625, 634.522216796875, 637.3052978515625]",1
valid,knut-restaurang-bar_jpg.rf.92a080d3b752302417d751c29e4019d9.jpg,1,0.910926878452301,"[86.59649658203125, 1.03997802734375, 517.3345947265625, 639.789794921875]",1
valid,kvitto-2-_jpg.rf.804e6a8f7bcb574fa0ae3b4dd71efef7.jpg,1,0.9892809987068176,"[0.0, 0.0, 640.0, 640.0]",1
valid,kvitto_1178094904_363563_jpg.rf.fc76d849bf8a928cb8f71c1590e7f60d.jpg,1,0.9678300619125366,"[3.6041259765625, 0.0, 606.193359375, 638.3212890625]",1
valid,kvitto_png.rf.0127e8d53ef5098a6c0c642e35acbb05.jpg,1,0.988456130027771,"[0.0, 0.0, 640.0, 640.0]",1
valid,mcocr_public_145013alybg_jpg.rf.3eaa6ac5e3420c32d128cc951ffcc2db.jpg,1,0.9154243469238281,"[74.5333251953125, 114.293701171875, 499.01617431640625, 626.4459228515625]",1
valid,mcocr_public_145013aqeha_jpg.rf.3107084f4b71d73fa106dc417f0262b5.jpg,1,0.9483391642570496,"[0.84368896484375, 0.0, 553.4044189453125, 640.0]",1
valid,mcocr_public_145013aqeha_jpg.rf.b99afb60ce531f62afef6c2f8dc0e587.jpg,1,0.9506115317344666,"[1.003662109375, 0.0, 560.6961669921875, 639.9861450195312]",1
valid,mcocr_public_145013arxqp_jpg.rf.e5034ae44ae34289f279a80f7f178b12.jpg,1,0.9257481098175049,"[132.82281494140625, 41.387939453125, 568.7587280273438, 615.5079956054688]",1
valid,mcocr_public_145013atlmq_jpg.rf.bab6e15a6fb770ef17cf2bea56ec2961.jpg,1,0.9706008434295654,"[7.57177734375, 0.39697265625, 614.6910400390625, 637.4981689453125]",1
valid,mcocr_public_145013bajyy_jpg.rf.a904dcd7d147de52c76763435c46807c.jpg,1,0.9433532953262329,"[95.32347106933594, 42.26374816894531, 536.1015625, 515.5028686523438]",1
valid,mcocr_public_145013bchvc_jpg.rf.756ba986639a1b4bd7ffe2625c0701eb.jpg,1,0.9726833701133728,"[0.637451171875, 1.7242431640625, 639.6783447265625, 382.74981689453125]",1
valid,mcocr_public_145013cawuf_jpg.rf.fd43fdd9532e6902e0857bba8c8436e5.jpg,1,0.9308210015296936,"[68.0203857421875, 3.0548095703125, 541.209716796875, 626.8341064453125]",1
valid,mcocr_public_145013cdjax_jpg.rf.f74b7f3f570fc2baf000feb603f02b9e.jpg,1,0.8535117506980896,"[120.99807739257812, 95.6766357421875, 471.7898864746094, 640.0]",1
valid,mcocr_public_145013chgcz_jpg.rf.fbba41418abfe1780dbf54396a90c70a.jpg,1,0.9468342661857605,"[193.718994140625, 131.35931396484375, 514.307373046875, 536.8386840820312]",1
valid,mcocr_public_145013crqqo_jpg.rf.f2570cdc4754532b804daa0882873ab0.jpg,1,0.9252192974090576,"[74.29156494140625, 49.42085266113281, 576.02001953125, 526.6549682617188]",1
valid,mcocr_public_145013cuztb_jpg.rf.8183c9de9609fc49987885c8569685f7.jpg,1,0.9792789220809937,"[0.0, 85.53216552734375, 640.0, 626.780517578125]",1
valid,mcocr_public_145013cxcei_jpg.rf.4fb614977819c745b3e83cab449ac5dc.jpg,1,0.9338871836662292,"[3.20599365234375, 32.23040771484375, 604.98974609375, 320.10345458984375]",1
valid,mcocr_public_145013cxgot_jpg.rf.e7be129aef0e5282015a864f5e5ef374.jpg,1,0.9512386322021484,"[0.94091796875, 161.95774841308594, 640.0, 452.2982177734375]",1
valid,mcocr_public_145013dcqda_jpg.rf.acd6eed3f71b240d033961953337f788.jpg,1,0.9254576563835144,"[74.0743408203125, 85.72845458984375, 488.88134765625, 604.235107421875]",1
test,0156_jpg.rf.aae6f2330154f4b1f93a17f1e3b678a8.jpg,1,0.8783540725708008,"[12.7939453125, 4.2547607421875, 372.7215576171875, 640.0]",1
test,0159_jpg.rf.1d3456b63fb16ca043f38c33b8cd2e67.jpg,1,0.7460317611694336,"[9.0499267578125, 204.07415771484375, 592.759521484375, 440.87628173828125]",1
test,0178_jpg.rf.15832b7bf36858cb57829b3dd5ed26ad.jpg,1,0.9532489776611328,"[49.18035888671875, 0.22698974609375, 605.4503784179688, 640.0]",1
test,0928_jpg.rf.27f43cfafe2ebbf49f466132099ee954.jpg,1,0.9725483655929565,"[51.10931396484375, 0.0, 639.177490234375, 640.0]",1
test,0998_jpg.rf.27b5775396044020815c8cabbc907169.jpg,1,0.9637340307235718,"[32.2010498046875, 0.40216064453125, 614.0335693359375, 640.0]",1
test,1012-receipt_jpg.rf.2f6bc09d61e019cfab64ac8f85de49f0.jpg,1,0.9762067198753357,"[0.0, 0.35565185546875, 639.2548828125, 639.3468017578125]",1
test,1023-receipt_jpg.rf.568b906d54f37085824325e79db61d64.jpg,1,0.9286588430404663,"[109.70259094238281, 0.0, 563.5437622070312, 640.0]",1
test,1028-receipt_jpg.rf.e53595e8a4d0f0fd42baa7a0d1975a33.jpg,1,0.9054003953933716,"[61.1630859375, 0.43487548828125, 567.153564453125, 639.338134765625]",1
test,1045-receipt_jpg.rf.dcd369f8a0c3323d6cac2663c7401c52.jpg,1,0.968982458114624,"[0.74017333984375, 0.0, 622.3286743164062, 639.3408813476562]",1
test,1046-receipt_jpg.rf.b996288419a5e7bf1a168620ba555698.jpg,1,0.9334635138511658,"[1.329345703125, 159.29432678222656, 608.3763427734375, 637.3511962890625]",1
test,1051-receipt_jpg.rf.14db35d2fc6e434d87c22430745b8d91.jpg,1,0.9607404470443726,"[36.5618896484375, 5.88140869140625, 609.6041870117188, 637.1939086914062]",1
test,1055-receipt_jpg.rf.0739681d5bf553289e3a17dceda5aefa.jpg,1,0.9387446641921997,"[17.956298828125, 9.5133056640625, 597.8661499023438, 639.9410400390625]",1
test,1064-receipt_jpg.rf.36dc944ae69199bc4286edc8a17a1dc6.jpg,1,0.9558833837509155,"[0.0, 0.0, 640.0, 639.630126953125]",1
test,1066-receipt_jpg.rf.7b70d95250ffcdf2a0aec033497d925f.jpg,1,0.9791132807731628,"[0.0, 0.15081787109375, 637.234619140625, 639.7532958984375]",1
test,1079-receipt_jpg.rf.a4f8a4a5246bb0586a59f395ac3293b5.jpg,1,0.9377577900886536,"[2.74700927734375, 0.26226806640625, 530.021728515625, 608.8817138671875]",1
test,1083-receipt_jpg.rf.406a2c7a2ec6adc47de9045527800e40.jpg,1,0.9369031190872192,"[10.45562744140625, 0.0, 524.5432739257812, 640.0]",1
test,1093-receipt_jpg.rf.51e5e1104e57bc005a8e1e5cad955204.jpg,1,0.9819561839103699,"[0.3096923828125, 10.3013916015625, 639.6488037109375, 640.0]",1
test,1100-receipt_jpg.rf.68820f3c6ffb6ae4a5c922c8dffb2ac4.jpg,1,0.9057232141494751,"[129.79876708984375, 0.0, 453.75335693359375, 640.0]",1
test,1108-receipt_jpg.rf.47351f9aab5abd42f5b76ee38d62d0c9.jpg,1,0.9724385738372803,"[0.0, 0.1910400390625, 639.46875, 639.70556640625]",1
test,1116-receipt_jpg.rf.4e39976234b81d0f56977ab6ab34bd61.jpg,1,0.9830812811851501,"[0.62567138671875, 0.0, 640.0, 639.8338623046875]",1
test,1126-receipt_jpg.rf.5ea075aa076a24ed1fa50e680e5fd018.jpg,1,0.9320833086967468,"[104.49798583984375, 33.8021240234375, 635.0062255859375, 639.708984375]",1
test,1133-receipt_jpg.rf.8d38094f78038ae54c839e461736edb9.jpg,1,0.9662653803825378,"[43.3475341796875, 0.0, 640.0, 639.84716796875]",1
test,1159-receipt_jpg.rf.08087a35449e05181ea1bbb6e088739c.jpg,1,0.9599496126174927,"[27.172119140625, 0.0, 601.333251953125, 639.906982421875]",1
test,1163-receipt_jpg.rf.7f418fb4ca6b8e2dece3ef495a056ba7.jpg,1,0.9788498282432556,"[7.8848876953125, 0.0, 640.0, 640.0]",1
test,1171_jpg.rf.dc37b3210206da06b3a38afe4fd21df0.jpg,1,0.9768697023391724,"[0.0, 0.0, 639.7891845703125, 639.919921875]",1
test,1172-receipt_jpg.rf.e7087041c2bf677697c50bdf679b91f8.jpg,1,0.9341409206390381,"[2.87298583984375, 0.1080322265625, 534.96484375, 640.0]",1
test,1172_jpg.rf.aa9cade7616801ed5f1034ae884cc3fa.jpg,1,0.9746493101119995,"[23.289306640625, 0.0, 640.0, 639.009033203125]",1
test,1178_jpg.rf.59ac17d6f33710c8bc19b795ebfaffa2.jpg,1,0.9323179125785828,"[27.4190673828125, 0.8504638671875, 607.579345703125, 639.5496215820312]",1
test,1218_jpg.rf.ad13406b66d9cba325bedaa9ce7668ec.jpg,1,0.9632599353790283,"[6.8751220703125, 0.0, 616.3565673828125, 640.0]",1
test,1283_jpg.rf.c0111922235777d25e62629b676e2bf0.jpg,1,0.9383744597434998,"[28.80072021484375, 0.57061767578125, 552.3380126953125, 639.7168579101562]",1
test,31692688648_86474648cb_b_jpg.rf.ca3b7b10ecdad10a5a291d1eae6b3591.jpg,1,0.9720438122749329,"[4.87628173828125, 6.9217529296875, 636.8762817382812, 621.2161865234375]",1
test,339318887_2367970276710192_4624122659339022764_n_jpg.rf.9f59b5629f783d18668bd7e3f894b364.jpg,1,0.933827817440033,"[55.790283203125, 11.499755859375, 581.97412109375, 640.0]",1
test,Kvitto-3-_jpg.rf.357a33deddc001aecbe43c0187c26773.jpg,1,0.9833958148956299,"[0.0, 5.88824462890625, 639.9654541015625, 639.7877807617188]",1
test,S5031204_jpg.rf.0ce5444f8539238b381427a688d691e7.jpg,1,0.9838119149208069,"[0.01873779296875, 0.0, 640.0, 639.7581787109375]",1
test,images-1-_jpeg.rf.8e26bda45987cef8513f0eadc1eb0179.jpg,1,0.9719770550727844,"[0.0, 91.7412109375, 640.0, 639.12841796875]",1
test,mcocr_public_145013adyee_jpg.rf.40ea6a685360fe5a7551662fdc9cee12.jpg,1,0.918662965297699,"[126.43617248535156, 199.51133728027344, 529.6239013671875, 567.7174072265625]",1
test,mcocr_public_145013bomoz_jpg.rf.7749405484d1e9e7362e547858bec763.jpg,1,0.9827895164489746,"[0.0, 0.0, 640.0, 639.7156982421875]",1
test,mcocr_public_145013bykuv_jpg.rf.32bc7471f24832be451d28d29cedc060.jpg,1,0.9494820237159729,"[67.175537109375, 0.0, 602.5545654296875, 640.0]",1
test,mcocr_public_145013byufi_jpg.rf.3100834a6eac3354bbd79528cfbd3d53.jpg,1,0.9164096713066101,"[66.44435119628906, 33.115478515625, 558.435302734375, 640.0]",1
test,mcocr_public_145013cezfv_jpg.rf.2d00c31b34faefbc1f236de76a53043c.jpg,1,0.9154362082481384,"[120.21493530273438, 137.142578125, 511.6861877441406, 446.18438720703125]",1
test,mcocr_public_145013clfsp_jpg.rf.12beb1356b2a2452e499028db028c33d.jpg,1,0.9323235154151917,"[36.3626708984375, 103.0235595703125, 581.3826293945312, 443.27337646484375]",1
test,mcocr_public_145013coalz_jpg.rf.e914ce7a04e2ef887ba56972663c58aa.jpg,1,0.913590669631958,"[9.742919921875, 61.030914306640625, 590.039794921875, 346.93115234375]",1
test,mcocr_public_145013dkgbh_jpg.rf.2252502259d4ec9f8775ca34b0adc332.jpg,1,0.9181370735168457,"[107.50938415527344, 58.25634765625, 540.57177734375, 609.51416015625]",1
